name,risk_pct,rr,atr_sl,time_exit,cooldown,allowed_hours,blocked_days,return_pct,net_profit,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_r_multiple,max_consecutive_losses
R7_RR3.5_SL2.0_TE360_CD0_BH9_BDnone,7,3.5,2.0,360,0,"[8, 10, 11, 12, 13]",[],5483.17,548317.33,470,32.98,1.71,15.84,0.2066,18
R5_RR3.5_SL2.0_TE360_CD2_BH913_BD2,5,3.5,2.0,360,2,"[8, 10, 11, 12]",[2],5200.0,520000.32,306,35.95,2.29,10.53,0.3605,15
R5_RR3.5_SL2.0_TE210_CD4_BH9_BD2,5,3.5,2.0,210,4,"[8, 10, 11, 12, 13]",[2],4928.78,492878.38,368,39.67,2.03,11.94,0.2799,14
R7_RR3.5_SL2.0_TE0_CD0_BH913_BD2,7,3.5,2.0,0,0,"[8, 10, 11, 12]",[2],4899.45,489945.41,313,33.87,2.08,11.83,0.3037,16
R7_RR3.0_SL2.0_TE360_CD4_BHnone_BD2,7,3.0,2.0,360,4,all,[2],4886.7,488669.74,432,35.19,1.76,13.55,0.2129,18
R5_RR3.5_SL2.0_TE360_CD4_BH89_BD2,5,3.5,2.0,360,4,"[10, 11, 12, 13]",[2],4852.28,485228.28,301,35.55,2.07,11.54,0.3495,16
R5_RR3.5_SL2.0_TE360_CD0_BH913_BD2,5,3.5,2.0,360,0,"[8, 10, 11, 12]",[2],4822.49,482248.89,313,35.14,2.22,10.32,0.3546,16
R7_RR2.5_SL2.0_TE360_CD0_BH9_BD2,7,2.5,2.0,360,0,"[8, 10, 11, 12, 13]",[2],4798.94,479894.45,396,39.9,1.88,12.5,0.2066,15
R3_RR3.5_SL2.0_TE360_CD4_BH9_BDnone,3,3.5,2.0,360,4,"[8, 10, 11, 12, 13]",[],4768.37,476836.83,440,34.09,1.92,12.5,0.3653,17
R7_RR3.0_SL2.0_TE360_CD2_BH913_BD2,7,3.0,2.0,360,2,"[8, 10, 11, 12]",[2],4728.86,472886.41,306,37.91,2.07,13.41,0.2755,15
R7_RR3.0_SL2.0_TE210_CD2_BH9_BD2,7,3.0,2.0,210,2,"[8, 10, 11, 12, 13]",[2],4711.05,471105.36,383,40.21,1.91,14.27,0.2106,14
R7_RR3.5_SL2.0_TE210_CD0_BHnone_BD2,7,3.5,2.0,210,0,all,[2],4643.15,464314.64,481,36.59,1.69,19.46,0.19,19
R7_RR3.5_SL2.0_TE210_CD2_BH913_BD2,7,3.5,2.0,210,2,"[8, 10, 11, 12]",[2],4587.69,458768.8,306,41.83,2.2,14.11,0.2604,14
R7_RR3.5_SL1.5_TE0_CD0_BH9_BD2,7,3.5,1.5,0,0,"[8, 10, 11, 12, 13]",[2],4560.45,456044.53,396,33.33,2.01,13.56,0.2259,15
R5_RR2.5_SL2.5_TE360_CD4_BH9_BD2,5,2.5,2.5,360,4,"[8, 10, 11, 12, 13]",[2],4556.96,455695.52,363,39.94,1.74,18.72,0.2777,13
R7_RR3.0_SL2.0_TE210_CD0_BHnone_BD2,7,3.0,2.0,210,0,all,[2],4536.52,453652.36,481,37.21,1.69,17.57,0.1818,19
R7_RR3.0_SL2.5_TE360_CD4_BH9_BD2,7,3.0,2.5,360,4,"[8, 10, 11, 12, 13]",[2],4525.33,452533.48,363,36.09,1.63,16.99,0.2392,13
R5_RR3.0_SL2.0_TE360_CD2_BH9_BDnone,5,3.0,2.0,360,2,"[8, 10, 11, 12, 13]",[],4522.16,452216.16,457,35.45,1.68,18.19,0.2362,17
R5_RR3.5_SL2.0_TE360_CD0_BH913_BDnone,5,3.5,2.0,360,0,"[8, 10, 11, 12]",[],4481.39,448139.11,366,34.15,1.91,13.85,0.3095,18
R7_RR3.0_SL2.5_TE360_CD0_BH9_BD2,7,3.0,2.5,360,0,"[8, 10, 11, 12, 13]",[2],4441.64,444164.34,396,35.1,1.62,18.94,0.2386,15
R5_RR2.5_SL2.0_TE0_CD0_BH9_BD2,5,2.5,2.0,0,0,"[8, 10, 11, 12, 13]",[2],4425.98,442598.21,396,39.14,1.92,13.39,0.2606,15
R5_RR3.5_SL2.0_TE210_CD0_BHnone_BD2,5,3.5,2.0,210,0,all,[2],4378.19,437818.64,481,36.59,1.72,17.08,0.2341,19
R7_RR3.5_SL1.5_TE0_CD4_BH9_BD2,7,3.5,1.5,0,4,"[8, 10, 11, 12, 13]",[2],4372.33,437233.4,372,33.6,2.04,9.46,0.237,15
R5_RR3.5_SL1.5_TE0_CD0_BH9_BDnone,5,3.5,1.5,0,0,"[8, 10, 11, 12, 13]",[],4271.32,427132.4,470,31.91,1.8,13.3,0.2321,18
R7_RR3.5_SL1.5_TE360_CD4_BH9_BDnone,7,3.5,1.5,360,4,"[8, 10, 11, 12, 13]",[],4268.7,426870.32,441,32.88,1.78,10.45,0.2027,18
R7_RR2.5_SL2.0_TE360_CD4_BH913_BD2,7,2.5,2.0,360,4,"[8, 10, 11, 12]",[2],4263.14,426314.47,299,41.14,2.14,13.89,0.2647,14
R7_RR3.5_SL2.0_TE360_CD0_BH89_BDnone,7,3.5,2.0,360,0,"[10, 11, 12, 13]",[],4226.19,422619.24,380,32.63,1.63,19.73,0.2321,16
R7_RR3.0_SL2.0_TE0_CD0_BH9_BDnone,7,3.0,2.0,0,0,"[8, 10, 11, 12, 13]",[],4199.74,419973.8,470,34.04,1.58,21.09,0.1982,18
R5_RR2.5_SL2.5_TE0_CD0_BH9_BD2,5,2.5,2.5,0,0,"[8, 10, 11, 12, 13]",[2],4179.25,417924.7,396,38.13,1.67,21.23,0.2658,15
R7_RR2.5_SL2.0_TE360_CD0_BHnone_BDnone,7,2.5,2.0,360,0,all,[],4131.32,413132.42,573,36.3,1.48,19.5,0.1509,21
R5_RR3.5_SL2.0_TE0_CD4_BH89_BDnone,5,3.5,2.0,0,4,"[10, 11, 12, 13]",[],4129.82,412981.97,357,32.77,1.71,17.18,0.2984,15
R7_RR3.0_SL2.5_TE0_CD0_BH9_BD2,7,3.0,2.5,0,0,"[8, 10, 11, 12, 13]",[2],4101.38,410138.2,396,33.33,1.53,19.03,0.2435,15
R5_RR2.5_SL2.0_TE210_CD4_BH9_BD2,5,2.5,2.0,210,4,"[8, 10, 11, 12, 13]",[2],4096.43,409643.02,372,42.47,1.9,10.93,0.2551,14
R5_RR2.5_SL2.5_TE360_CD2_BH9_BDnone,5,2.5,2.5,360,2,"[8, 10, 11, 12, 13]",[],4005.03,400503.01,451,38.58,1.52,24.87,0.2301,16
R5_RR3.0_SL1.5_TE360_CD0_BH9_BD2,5,3.0,1.5,360,0,"[8, 10, 11, 12, 13]",[2],3981.87,398187.44,396,36.36,1.88,15.85,0.2425,15
R5_RR3.5_SL2.0_TE210_CD4_BH913_BD2,5,3.5,2.0,210,4,"[8, 10, 11, 12]",[2],3910.62,391061.95,295,41.36,2.29,10.7,0.3386,14
R5_RR3.5_SL1.5_TE210_CD2_BH9_BD2,5,3.5,1.5,210,2,"[8, 10, 11, 12, 13]",[2],3898.71,389870.75,382,35.6,2.03,12.47,0.2692,15
R7_RR2.5_SL2.0_TE210_CD2_BH9_BDnone,7,2.5,2.0,210,2,"[8, 10, 11, 12, 13]",[],3891.02,389101.83,458,40.83,1.63,13.37,0.1714,16
R5_RR3.5_SL1.5_TE360_CD0_BHnone_BD2,5,3.5,1.5,360,0,all,[2],3870.14,387014.49,481,30.77,1.94,13.34,0.2543,22
R5_RR3.5_SL1.5_TE210_CD0_BH9_BD2,5,3.5,1.5,210,0,"[8, 10, 11, 12, 13]",[2],3869.32,386931.9,396,35.35,1.99,15.8,0.2642,15
R7_RR2.5_SL2.0_TE360_CD4_BH913_BDnone,7,2.5,2.0,360,4,"[8, 10, 11, 12]",[],3868.88,386887.54,351,39.89,1.83,14.98,0.2314,16
R5_RR3.5_SL2.0_TE210_CD4_BHnone_BDnone,5,3.5,2.0,210,4,all,[],3856.07,385606.94,517,36.36,1.64,15.29,0.2204,18
R7_RR3.5_SL1.5_TE210_CD0_BH9_BDnone,7,3.5,1.5,210,0,"[8, 10, 11, 12, 13]",[],3800.65,380065.31,470,33.62,1.73,14.75,0.1918,18
R7_RR3.5_SL1.5_TE360_CD0_BH913_BD2,7,3.5,1.5,360,0,"[8, 10, 11, 12]",[2],3787.96,378796.44,313,34.19,2.14,17.23,0.2889,18
R5_RR2.5_SL2.5_TE360_CD2_BH913_BDnone,5,2.5,2.5,360,2,"[8, 10, 11, 12]",[],3787.54,378754.0,352,40.06,1.69,22.31,0.2847,16
R7_RR2.0_SL2.5_TE360_CD4_BHnone_BDnone,7,2.0,2.5,360,4,all,[],3786.12,378612.33,517,41.39,1.47,16.77,0.1622,16
R3_RR3.5_SL1.5_TE0_CD4_BH9_BDnone,3,3.5,1.5,0,4,"[8, 10, 11, 12, 13]",[],3753.75,375375.44,441,32.43,1.97,9.77,0.3448,18
R5_RR2.0_SL2.5_TE360_CD4_BH9_BD2,5,2.0,2.5,360,4,"[8, 10, 11, 12, 13]",[2],3737.64,373763.74,365,44.38,1.76,16.88,0.2605,13
R7_RR3.5_SL1.5_TE0_CD2_BH89_BD2,7,3.5,1.5,0,2,"[10, 11, 12, 13]",[2],3709.51,370950.75,309,33.66,1.93,9.91,0.2519,13
R5_RR2.5_SL2.0_TE210_CD4_BHnone_BD2,5,2.5,2.0,210,4,all,[2],3707.7,370769.5,435,40.23,1.74,12.8,0.2288,15
R7_RR3.5_SL1.5_TE360_CD4_BHnone_BD2,7,3.5,1.5,360,4,all,[2],3701.02,370102.3,436,31.19,2.07,9.13,0.2528,21
R7_RR2.5_SL2.0_TE0_CD0_BH913_BD2,7,2.5,2.0,0,0,"[8, 10, 11, 12]",[2],3694.44,369443.58,313,39.62,2.02,15.48,0.2708,15
R7_RR2.0_SL2.5_TE360_CD0_BH9_BDnone,7,2.0,2.5,360,0,"[8, 10, 11, 12, 13]",[],3678.21,367821.43,470,42.55,1.5,23.34,0.1729,18
R3_RR3.5_SL2.0_TE360_CD2_BH913_BDnone,3,3.5,2.0,360,2,"[8, 10, 11, 12]",[],3652.23,365223.24,359,34.82,2.11,10.63,0.4224,17
R7_RR3.0_SL1.5_TE360_CD2_BHnone_BD2,7,3.0,1.5,360,2,all,[2],3637.89,363789.17,457,33.26,1.76,12.66,0.1903,20
R7_RR2.5_SL2.0_TE360_CD2_BHnone_BD24,7,2.5,2.0,360,2,all,"[2, 4]",3617.7,361769.6,337,39.47,1.91,16.82,0.2298,12
R5_RR3.0_SL2.0_TE0_CD2_BH913_BDnone,5,3.0,2.0,0,2,"[8, 10, 11, 12]",[],3596.76,359675.6,359,35.65,1.82,16.3,0.2965,17
R7_RR2.5_SL2.0_TE360_CD2_BH89_BDnone,7,2.5,2.0,360,2,"[10, 11, 12, 13]",[],3578.4,357840.14,370,38.65,1.61,13.91,0.1973,12
R7_RR3.0_SL2.0_TE0_CD4_BHnone_BDnone,7,3.0,2.0,0,4,all,[],3576.29,357628.92,519,32.76,1.56,18.71,0.2064,18
R5_RR3.5_SL2.0_TE210_CD4_BH89_BD2,5,3.5,2.0,210,4,"[10, 11, 12, 13]",[2],3566.18,356617.74,300,41.0,1.92,15.82,0.3155,14
R5_RR3.0_SL2.0_TE0_CD4_BH913_BDnone,5,3.0,2.0,0,4,"[8, 10, 11, 12]",[],3533.21,353320.77,347,35.73,1.83,15.49,0.3004,17
R7_RR3.5_SL1.5_TE360_CD2_BHnone_BD24,7,3.5,1.5,360,2,all,"[2, 4]",3495.01,349501.09,338,33.43,2.07,13.04,0.2582,23
R5_RR2.5_SL2.5_TE0_CD0_BH913_BDnone,5,2.5,2.5,0,0,"[8, 10, 11, 12]",[],3493.41,349341.09,366,38.8,1.66,22.41,0.2794,18
R7_RR3.5_SL2.5_TE210_CD4_BH9_BD2,7,3.5,2.5,210,4,"[8, 10, 11, 12, 13]",[2],3492.85,349285.2,361,41.27,1.8,18.23,0.2501,12
R7_RR3.0_SL1.5_TE0_CD2_BHnone_BD2,7,3.0,1.5,0,2,all,[2],3474.93,347492.91,457,32.82,1.77,12.34,0.1957,20
R5_RR2.5_SL2.0_TE0_CD4_BH89_BDnone,5,2.5,2.0,0,4,"[10, 11, 12, 13]",[],3456.99,345698.65,357,38.66,1.67,11.62,0.2604,12
R5_RR2.5_SL2.0_TE360_CD0_BH913_BD2,5,2.5,2.0,360,0,"[8, 10, 11, 12]",[2],3444.92,344491.91,313,40.58,2.1,13.87,0.3141,15
R3_RR3.0_SL2.0_TE360_CD4_BH9_BDnone,3,3.0,2.0,360,4,"[8, 10, 11, 12, 13]",[],3437.46,343746.17,440,35.91,1.76,15.63,0.3351,17
R5_RR3.5_SL2.5_TE360_CD2_BH9_BD2,5,3.5,2.5,360,2,"[8, 10, 11, 12, 13]",[2],3436.24,343623.56,379,33.25,1.72,16.93,0.3062,14
R5_RR2.5_SL2.0_TE360_CD2_BH89_BDnone,5,2.5,2.0,360,2,"[10, 11, 12, 13]",[],3404.6,340460.17,370,38.65,1.65,13.51,0.2518,12
R7_RR3.0_SL1.5_TE360_CD2_BH913_BD2,7,3.0,1.5,360,2,"[8, 10, 11, 12]",[2],3395.44,339544.38,308,36.69,1.97,17.44,0.2497,17
R7_RR3.0_SL2.0_TE210_CD0_BH89_BD2,7,3.0,2.0,210,0,"[10, 11, 12, 13]",[2],3395.21,339521.04,321,40.19,1.75,21.28,0.2351,14
R7_RR3.5_SL2.0_TE120_CD2_BHnone_BD2,7,3.5,2.0,120,2,all,[2],3388.96,338896.26,461,43.17,1.57,22.91,0.1599,15
R3_RR3.5_SL2.0_TE360_CD4_BH913_BD2,3,3.5,2.0,360,4,"[8, 10, 11, 12]",[2],3367.9,336790.14,295,35.93,2.46,7.69,0.4947,15
R7_RR3.5_SL1.5_TE360_CD2_BH913_BDnone,7,3.5,1.5,360,2,"[8, 10, 11, 12]",[],3343.98,334397.88,360,33.06,1.84,16.08,0.2655,18
R3_RR3.5_SL2.0_TE360_CD0_BH913_BDnone,3,3.5,2.0,360,0,"[8, 10, 11, 12]",[],3323.44,332344.42,366,34.15,2.05,10.4,0.409,18
R7_RR3.0_SL2.5_TE360_CD0_BH89_BD2,7,3.0,2.5,360,0,"[10, 11, 12, 13]",[2],3317.22,331722.05,321,35.51,1.55,23.25,0.2662,17
R5_RR2.0_SL2.5_TE360_CD2_BH9_BDnone,5,2.0,2.5,360,2,"[8, 10, 11, 12, 13]",[],3312.53,331253.21,451,42.79,1.53,21.11,0.2156,16
R3_RR3.5_SL2.0_TE0_CD2_BH913_BD2,3,3.5,2.0,0,2,"[8, 10, 11, 12]",[2],3307.0,330699.72,306,34.64,2.42,7.69,0.4842,15
R5_RR2.0_SL2.0_TE360_CD4_BHnone_BD2,5,2.0,2.0,360,4,all,[2],3297.08,329708.06,438,42.69,1.67,13.81,0.2127,16
R7_RR3.5_SL1.5_TE0_CD4_BH9_BD24,7,3.5,1.5,0,4,"[8, 10, 11, 12, 13]","[2, 4]",3295.56,329556.09,278,34.89,2.13,17.22,0.2843,18
R5_RR2.5_SL2.5_TE360_CD4_BH913_BD2,5,2.5,2.5,360,4,"[8, 10, 11, 12]",[2],3277.52,327752.2,289,40.48,1.83,18.64,0.3295,14
R5_RR3.0_SL2.0_TE210_CD0_BHnone_BDnone,5,3.0,2.0,210,0,all,[],3277.42,327742.39,573,36.13,1.51,19.26,0.1977,21
R7_RR2.0_SL2.5_TE360_CD2_BH913_BD2,7,2.0,2.5,360,2,"[8, 10, 11, 12]",[2],3262.2,326219.6,301,44.52,1.81,23.55,0.2517,13
R7_RR3.0_SL1.5_TE0_CD4_BH89_BDnone,7,3.0,1.5,0,4,"[10, 11, 12, 13]",[],3249.19,324918.73,355,35.77,1.64,11.06,0.1891,12
R7_RR2.5_SL1.5_TE0_CD0_BH9_BD2,7,2.5,1.5,0,0,"[8, 10, 11, 12, 13]",[2],3231.31,323130.99,396,38.38,1.75,14.36,0.1821,16
R5_RR2.0_SL2.5_TE0_CD4_BH9_BD2,5,2.0,2.5,0,4,"[8, 10, 11, 12, 13]",[2],3221.73,322172.52,365,43.29,1.71,18.08,0.2582,13
R7_RR3.0_SL2.0_TE0_CD0_BH9_BD24,7,3.0,2.0,0,0,"[8, 10, 11, 12, 13]","[2, 4]",3201.35,320135.14,293,35.49,1.8,17.66,0.2628,11
R7_RR2.0_SL2.0_TE360_CD2_BH89_BD2,7,2.0,2.0,360,2,"[10, 11, 12, 13]",[2],3183.68,318368.25,312,44.87,1.7,13.25,0.2072,12
R7_RR2.5_SL2.5_TE0_CD2_BHnone_BD2,7,2.5,2.5,0,2,all,[2],3169.13,316912.72,454,35.68,1.51,16.96,0.215,17
R7_RR2.0_SL2.5_TE0_CD2_BH89_BD2,7,2.0,2.5,0,2,"[10, 11, 12, 13]",[2],3165.5,316549.69,306,43.14,1.62,18.98,0.2341,13
R5_RR2.0_SL2.0_TE0_CD0_BH9_BD2,5,2.0,2.0,0,0,"[8, 10, 11, 12, 13]",[2],3163.26,316325.73,396,43.18,1.7,13.31,0.229,15
R5_RR3.0_SL1.5_TE360_CD0_BH89_BDnone,5,3.0,1.5,360,0,"[10, 11, 12, 13]",[],3160.52,316051.64,380,35.53,1.63,11.64,0.2329,12
R7_RR3.0_SL1.5_TE0_CD0_BHnone_BD24,7,3.0,1.5,0,0,all,"[2, 4]",3155.05,315505.06,355,34.65,1.82,14.39,0.2057,16
R3_RR3.5_SL2.0_TE360_CD0_BH913_BD2,3,3.5,2.0,360,0,"[8, 10, 11, 12]",[2],3146.74,314674.31,313,35.14,2.36,8.02,0.4677,16
R5_RR2.0_SL2.5_TE360_CD2_BHnone_BDnone,5,2.0,2.5,360,2,all,[],3106.76,310676.16,544,40.99,1.43,18.1,0.1863,17
R5_RR3.0_SL2.0_TE0_CD0_BH913_BDnone,5,3.0,2.0,0,0,"[8, 10, 11, 12]",[],3104.88,310488.17,366,34.97,1.76,15.72,0.2896,18
R7_RR2.5_SL1.5_TE210_CD2_BH9_BD2,7,2.5,1.5,210,2,"[8, 10, 11, 12, 13]",[2],3104.49,310448.56,382,39.01,1.8,12.39,0.1878,15
R7_RR3.5_SL2.0_TE0_CD4_BH913_BD24,7,3.5,2.0,0,4,"[8, 10, 11, 12]","[2, 4]",3096.26,309626.42,219,34.25,1.99,12.6,0.3634,13
R7_RR2.5_SL2.0_TE360_CD2_BH89_BD24,7,2.5,2.0,360,2,"[10, 11, 12, 13]","[2, 4]",3082.68,308267.83,224,42.41,2.11,19.64,0.2976,9
R3_RR2.5_SL2.0_TE360_CD4_BH9_BD2,3,2.5,2.0,360,4,"[8, 10, 11, 12, 13]",[2],3080.49,308049.46,373,41.02,2.01,10.12,0.3688,14
R7_RR3.0_SL2.0_TE0_CD0_BHnone_BDnone,7,3.0,2.0,0,0,all,[],3076.97,307696.98,573,31.76,1.47,21.41,0.206,21
R7_RR3.5_SL1.5_TE0_CD4_BH913_BDnone,7,3.5,1.5,0,4,"[8, 10, 11, 12]",[],3067.98,306798.3,349,32.38,1.88,13.14,0.28,18
R7_RR2.0_SL2.0_TE0_CD2_BH89_BD2,7,2.0,2.0,0,2,"[10, 11, 12, 13]",[2],3065.35,306534.99,312,44.23,1.67,13.74,0.207,12
R7_RR3.0_SL1.5_TE0_CD2_BHnone_BD24,7,3.0,1.5,0,2,all,"[2, 4]",3065.2,306519.58,338,34.91,1.83,14.79,0.2127,15
R5_RR3.0_SL2.0_TE210_CD0_BH913_BDnone,5,3.0,2.0,210,0,"[8, 10, 11, 12]",[],3064.8,306479.86,366,40.44,1.86,14.1,0.2687,14
R5_RR3.5_SL1.5_TE210_CD4_BH89_BDnone,5,3.5,1.5,210,4,"[10, 11, 12, 13]",[],3031.29,303128.56,354,35.03,1.76,12.07,0.2604,12
R5_RR2.5_SL2.5_TE0_CD4_BH89_BDnone,5,2.5,2.5,0,4,"[10, 11, 12, 13]",[],3030.88,303087.96,351,38.46,1.47,26.41,0.2674,12
R7_RR3.0_SL1.5_TE210_CD0_BHnone_BD2,7,3.0,1.5,210,0,all,[2],3018.83,301883.26,481,33.68,1.66,18.1,0.1909,20
R5_RR2.0_SL2.0_TE0_CD2_BHnone_BD2,5,2.0,2.0,0,2,all,[2],3010.88,301087.88,458,41.48,1.6,15.57,0.2039,16
R7_RR2.0_SL2.5_TE0_CD0_BHnone_BD2,7,2.0,2.5,0,0,all,[2],2963.01,296300.92,481,40.12,1.47,19.25,0.1877,19
R3_RR3.5_SL2.0_TE360_CD0_BH89_BD2,3,3.5,2.0,360,0,"[10, 11, 12, 13]",[2],2935.35,293534.91,321,34.27,1.94,14.07,0.4473,18
R3_RR3.5_SL2.0_TE0_CD0_BH913_BD2,3,3.5,2.0,0,0,"[8, 10, 11, 12]",[2],2933.62,293361.93,313,33.87,2.33,7.71,0.4646,16
R5_RR2.0_SL2.5_TE0_CD2_BH9_BD2,5,2.0,2.5,0,2,"[8, 10, 11, 12, 13]",[2],2907.48,290747.8,379,42.74,1.64,18.93,0.2489,13
R7_RR3.0_SL1.5_TE360_CD0_BHnone_BDnone,7,3.0,1.5,360,0,all,[],2897.09,289708.97,573,31.24,1.46,19.88,0.1667,26
R5_RR3.5_SL1.5_TE0_CD0_BHnone_BDnone,5,3.5,1.5,0,0,all,[],2892.73,289273.47,573,28.8,1.7,11.86,0.2344,26
R5_RR3.5_SL2.0_TE360_CD2_BH89_BD24,5,3.5,2.0,360,2,"[10, 11, 12, 13]","[2, 4]",2884.19,288418.53,224,35.71,2.02,18.07,0.4155,14
R5_RR2.5_SL1.5_TE0_CD4_BH9_BDnone,5,2.5,1.5,0,4,"[8, 10, 11, 12, 13]",[],2849.55,284954.98,443,37.7,1.67,13.48,0.2073,19
R7_RR3.0_SL2.0_TE210_CD0_BH9_BD24,7,3.0,2.0,210,0,"[8, 10, 11, 12, 13]","[2, 4]",2844.89,284489.08,293,39.59,1.87,21.23,0.2489,12
R7_RR3.5_SL1.5_TE210_CD2_BHnone_BD2,7,3.5,1.5,210,2,all,[2],2840.76,284075.66,456,32.68,1.93,10.93,0.252,20
R7_RR2.0_SL2.0_TE210_CD0_BH9_BDnone,7,2.0,2.0,210,0,"[8, 10, 11, 12, 13]",[],2839.59,283958.9,470,43.19,1.46,19.95,0.1522,17
R5_RR3.5_SL1.5_TE0_CD0_BH89_BD24,5,3.5,1.5,0,0,"[10, 11, 12, 13]","[2, 4]",2829.39,282939.04,229,35.81,2.23,18.29,0.3858,15
R5_RR2.5_SL2.5_TE360_CD2_BHnone_BD2,5,2.5,2.5,360,2,all,[2],2819.37,281936.84,454,36.56,1.54,16.3,0.2343,17
R5_RR3.5_SL1.5_TE210_CD2_BH9_BD24,5,3.5,1.5,210,2,"[8, 10, 11, 12, 13]","[2, 4]",2808.56,280856.24,284,37.68,2.11,19.57,0.3239,18
R5_RR3.0_SL1.5_TE120_CD4_BH9_BD2,5,3.0,1.5,120,4,"[8, 10, 11, 12, 13]",[2],2805.15,280515.04,378,42.59,1.89,12.74,0.238,15
R7_RR3.0_SL2.0_TE360_CD2_BHnone_BD24,7,3.0,2.0,360,2,all,"[2, 4]",2801.64,280164.35,335,34.63,1.71,21.5,0.2568,17
R5_RR2.0_SL2.5_TE0_CD0_BH9_BD2,5,2.0,2.5,0,0,"[8, 10, 11, 12, 13]",[2],2797.82,279781.51,396,42.42,1.61,21.05,0.2423,15
R5_RR2.5_SL1.5_TE0_CD2_BH9_BDnone,5,2.5,1.5,0,2,"[8, 10, 11, 12, 13]",[],2796.21,279620.87,453,37.53,1.61,13.83,0.2008,19
R7_RR3.0_SL1.5_TE210_CD0_BH89_BDnone,7,3.0,1.5,210,0,"[10, 11, 12, 13]",[],2786.49,278648.73,380,36.05,1.54,14.23,0.1764,12
R5_RR3.5_SL1.5_TE210_CD0_BH913_BDnone,5,3.5,1.5,210,0,"[8, 10, 11, 12]",[],2778.92,277891.84,366,34.43,1.87,16.2,0.2852,15
R7_RR2.0_SL2.0_TE0_CD4_BH89_BDnone,7,2.0,2.0,0,4,"[10, 11, 12, 13]",[],2761.04,276104.06,357,43.42,1.49,18.74,0.1787,12
R5_RR3.5_SL1.5_TE360_CD2_BH89_BD24,5,3.5,1.5,360,2,"[10, 11, 12, 13]","[2, 4]",2756.11,275610.85,222,36.94,2.18,18.7,0.3916,13
R7_RR3.0_SL1.5_TE210_CD2_BH89_BDnone,7,3.0,1.5,210,2,"[10, 11, 12, 13]",[],2755.87,275586.61,363,36.36,1.57,12.68,0.1815,12
R7_RR3.0_SL2.0_TE120_CD2_BH913_BD2,7,3.0,2.0,120,2,"[8, 10, 11, 12]",[2],2748.3,274830.23,308,47.08,1.94,12.22,0.2289,11
R5_RR3.5_SL1.5_TE360_CD2_BH913_BD24,5,3.5,1.5,360,2,"[8, 10, 11, 12]","[2, 4]",2720.59,272058.77,228,36.4,2.35,11.14,0.414,18
R5_RR2.0_SL2.5_TE0_CD0_BHnone_BDnone,5,2.0,2.5,0,0,all,[],2717.02,271702.23,573,39.97,1.38,20.97,0.1799,21
R7_RR2.0_SL2.5_TE0_CD0_BH913_BD2,7,2.0,2.5,0,0,"[8, 10, 11, 12]",[2],2708.11,270810.99,313,43.13,1.73,23.47,0.2503,15
R5_RR2.5_SL2.0_TE360_CD4_BH89_BD24,5,2.5,2.0,360,4,"[10, 11, 12, 13]","[2, 4]",2682.18,268218.18,217,42.86,2.09,21.36,0.3787,9
R7_RR3.5_SL1.5_TE120_CD4_BH89_BD2,7,3.5,1.5,120,4,"[10, 11, 12, 13]",[2],2670.18,267017.9,305,43.93,1.87,12.52,0.2123,10
R5_RR2.0_SL2.5_TE360_CD2_BH913_BDnone,5,2.0,2.5,360,2,"[8, 10, 11, 12]",[],2669.64,266964.28,352,44.03,1.66,25.02,0.2586,15
R3_RR3.0_SL1.5_TE0_CD0_BH89_BD2,3,3.0,1.5,0,0,"[10, 11, 12, 13]",[2],2643.42,264341.77,321,36.45,1.9,13.25,0.4013,14
R7_RR3.0_SL2.0_TE120_CD2_BH89_BD2,7,3.0,2.0,120,2,"[10, 11, 12, 13]",[2],2642.19,264219.3,315,47.62,1.7,16.09,0.2033,8
R3_RR3.0_SL1.5_TE0_CD4_BH89_BD2,3,3.0,1.5,0,4,"[10, 11, 12, 13]",[2],2635.37,263537.46,301,36.88,2.02,11.85,0.4249,13
R5_RR3.5_SL1.5_TE120_CD0_BH9_BDnone,5,3.5,1.5,120,0,"[8, 10, 11, 12, 13]",[],2624.48,262447.67,470,40.0,1.71,18.27,0.2122,18
R3_RR3.0_SL1.5_TE360_CD2_BH89_BD2,3,3.0,1.5,360,2,"[10, 11, 12, 13]",[2],2609.31,260930.95,309,37.22,1.94,11.9,0.4129,13
R5_RR2.5_SL2.5_TE0_CD2_BHnone_BDnone,5,2.5,2.5,0,2,all,[],2600.49,260049.47,544,35.29,1.42,21.13,0.208,17
R7_RR2.0_SL2.0_TE210_CD0_BH89_BD2,7,2.0,2.0,210,0,"[10, 11, 12, 13]",[2],2600.14,260014.19,321,44.55,1.57,16.65,0.1932,12
R5_RR2.0_SL2.5_TE360_CD4_BH913_BDnone,5,2.0,2.5,360,4,"[8, 10, 11, 12]",[],2595.26,259526.08,341,44.28,1.66,25.18,0.263,15
R5_RR2.0_SL2.0_TE0_CD0_BH9_BDnone,5,2.0,2.0,0,0,"[8, 10, 11, 12, 13]",[],2590.51,259050.76,470,41.91,1.48,16.65,0.193,18
R7_RR3.0_SL1.5_TE120_CD0_BH89_BD2,7,3.0,1.5,120,0,"[10, 11, 12, 13]",[2],2589.78,258978.11,321,44.24,1.75,12.85,0.1928,9
R5_RR3.0_SL1.5_TE360_CD2_BH913_BDnone,5,3.0,1.5,360,2,"[8, 10, 11, 12]",[],2584.42,258442.07,360,35.0,1.73,16.87,0.27,18
