time,open,high,low,close,tick_volume,spread,real_volume
2020-12-31 00:00:00,12841.3,12893.5,12794.8,12883.3,136055,0,0
2021-01-04 00:00:00,12895.5,12957.5,12520.0,12688.0,258960,0,0
2021-01-05 00:00:00,12684.0,12805.5,12609.0,12799.5,222604,0,0
2021-01-06 00:00:00,12799.6,12841.1,12488.3,12653.8,307034,0,0
2021-01-07 00:00:00,12655.6,12956.6,12643.8,12922.8,209841,0,0
2021-01-08 00:00:00,12928.1,13122.8,12916.8,13121.6,218894,0,0
2021-01-11 00:00:00,13083.8,13103.8,12871.5,12901.0,216478,0,0
2021-01-12 00:00:00,12912.0,12957.9,12766.7,12880.9,204118,0,0
2021-01-13 00:00:00,12877.8,13002.0,12820.0,12973.3,179384,0,0
2021-01-14 00:00:00,12975.7,13028.2,12880.4,12897.2,184502,0,0
2021-01-15 00:00:00,12912.5,12930.1,12743.9,12758.9,231253,0,0
2021-01-18 00:00:00,12775.5,12817.7,12728.5,12810.5,67962,0,0
2021-01-19 00:00:00,12815.0,13033.3,12812.8,13033.0,177214,0,0
2021-01-20 00:00:00,13032.0,13328.8,13020.5,13292.5,178073,0,0
2021-01-21 00:00:00,13293.5,13425.5,13285.3,13399.3,179087,0,0
2021-01-22 00:00:00,13399.4,13402.9,13302.9,13356.7,186026,0,0
2021-01-25 00:00:00,13375.7,13557.7,13193.0,13466.7,243425,0,0
2021-01-26 00:00:00,13459.9,13603.1,13384.3,13557.6,206146,0,0
2021-01-27 00:00:00,13553.2,13590.5,12888.8,13064.3,315397,0,0
2021-01-28 00:00:00,13042.6,13398.4,12910.9,13160.6,336938,0,0
2021-01-29 00:00:00,13162.1,13189.1,12834.6,12878.1,358211,0,0
2021-02-01 00:00:00,12849.2,13275.7,12731.9,13238.7,278114,0,0
2021-02-02 00:00:00,13238.1,13510.9,13235.6,13501.4,229982,0,0
2021-02-03 00:00:00,13510.8,13588.8,13392.1,13420.3,216077,0,0
2021-02-04 00:00:00,13439.5,13571.8,13348.8,13569.3,191941,0,0
2021-02-05 00:00:00,13559.0,13639.9,13520.9,13606.1,187592,0,0
2021-02-08 00:00:00,13626.5,13694.3,13598.5,13688.0,168114,0,0
2021-02-09 00:00:00,13684.6,13737.2,13636.2,13699.7,158539,0,0
2021-02-10 00:00:00,13700.0,13771.5,13520.2,13667.0,220144,0,0
2021-02-11 00:00:00,13673.35,13752.75,13622.9,13714.2,259979,0,0
2021-02-12 00:00:00,13720.85,13819.95,13655.25,13819.95,191095,0,0
2021-02-15 00:00:00,13851.4,13891.2,13830.3,13884.65,45010,0,0
2021-02-16 00:00:00,13882.2,13913.1,13728.75,13766.55,244505,0,0
2021-02-17 00:00:00,13764.9,13791.85,13549.55,13703.9,301428,0,0
2021-02-18 00:00:00,13706.9,13728.05,13474.3,13645.55,303034,0,0
2021-02-19 00:00:00,13639.15,13734.3,13539.55,13577.2,303189,0,0
2021-02-22 00:00:00,13600.55,13633.95,13219.4,13226.85,379441,0,0
2021-02-23 00:00:00,13234.3,13341.2,12763.75,13163.75,548322,0,0
2021-02-24 00:00:00,13180.4,13336.55,12966.0,13316.8,484571,0,0
2021-02-25 00:00:00,13304.4,13359.55,12769.95,12796.95,591794,0,0
2021-02-26 00:00:00,12794.85,13095.6,12669.25,12912.95,702631,0,0
2021-03-01 00:00:00,12976.15,13322.15,12952.3,13317.4,373877,0,0
2021-03-02 00:00:00,13311.1,13329.6,13050.8,13056.6,318484,0,0
2021-03-03 00:00:00,13060.3,13193.0,12665.5,12680.8,353915,0,0
2021-03-04 00:00:00,12681.0,12797.0,12307.5,12433.5,471839,0,0
2021-03-05 00:00:00,12434.9,12698.1,12209.4,12656.6,461477,0,0
2021-03-08 00:00:00,12722.1,12761.3,12287.65,12339.3,570051,0,0
2021-03-09 00:00:00,12340.45,12872.65,12331.6,12794.4,407892,0,0
2021-03-10 00:00:00,12814.0,12997.9,12709.65,12792.55,506361,0,0
2021-03-11 00:00:00,12794.65,13123.05,12727.05,13051.35,363807,0,0
2021-03-12 00:00:00,13053.25,13100.65,12775.25,12942.45,368669,0,0
2021-03-15 00:00:00,12962.3,13106.1,12879.7,13091.85,331836,0,0
2021-03-16 00:00:00,13091.65,13304.45,13063.4,13172.3,319170,0,0
2021-03-17 00:00:00,13172.4,13287.8,12950.7,13187.8,429369,0,0
2021-03-18 00:00:00,13195.15,13283.3,12779.05,12807.05,454816,0,0
2021-03-19 00:00:00,12818.75,12913.9,12698.9,12843.65,440169,0,0
2021-03-22 00:00:00,12826.45,13173.35,12806.35,13080.35,316383,0,0
2021-03-23 00:00:00,13083.95,13188.35,12995.65,13047.4,401539,0,0
2021-03-24 00:00:00,13065.6,13161.25,12800.25,12813.55,419633,0,0
2021-03-25 00:00:00,12815.0,12875.4,12627.4,12807.4,504039,0,0
2021-03-26 00:00:00,12806.1,13003.8,12692.1,12975.8,401825,0,0
2021-03-29 00:00:00,12987.9,13018.6,12821.55,12980.75,455299,0,0
2021-03-30 00:00:00,12984.7,12999.6,12792.5,12908.1,340445,0,0
2021-03-31 00:00:00,12901.25,13174.1,12869.7,13105.85,251442,0,0
2021-04-01 00:00:00,13108.95,13349.1,13108.95,13344.7,225277,0,0
2021-04-02 00:00:00,13348.3,13407.05,13342.2,13366.7,37339,0,0
2021-04-05 00:00:00,13350.05,13630.45,13319.95,13615.7,182679,0,0
