time,open,high,low,close,tick_volume,spread,real_volume
2020-12-31 00:00:00,30437.43,30638.38,30342.86,30596.68,70649,0,0
2021-01-04 00:00:00,30600.68,30800.48,29873.07,30237.98,191143,0,0
2021-01-05 00:00:00,30234.58,30507.66,30087.15,30393.78,152457,0,0
2021-01-06 00:00:00,30391.8,31028.65,30265.51,30876.08,241391,0,0
2021-01-07 00:00:00,30895.61,31194.86,30799.16,31030.2,138016,0,0
2021-01-08 00:00:00,31040.71,31253.66,30795.14,31128.22,154693,0,0
2021-01-11 00:00:00,31060.14,31126.08,30745.63,31010.42,148002,0,0
2021-01-12 00:00:00,31030.92,31117.2,30886.0,31074.38,160572,0,0
2021-01-13 00:00:00,31061.41,31165.9,30976.05,31075.97,116515,0,0
2021-01-14 00:00:00,31098.47,31224.82,30976.57,30995.05,106107,0,0
2021-01-15 00:00:00,31017.55,31055.52,30623.25,30738.3,150251,0,0
2021-01-18 00:00:00,30766.65,30868.3,30719.65,30853.4,42264,0,0
2021-01-19 00:00:00,30844.65,31090.45,30844.65,30945.3,91630,0,0
2021-01-20 00:00:00,30965.65,31244.65,30884.3,31181.95,85103,0,0
2021-01-21 00:00:00,31177.65,31297.65,31125.45,31172.3,81807,0,0
2021-01-22 00:00:00,31166.65,31192.65,30895.65,31000.3,95327,0,0
2021-01-25 00:00:00,31030.65,31120.95,30563.45,30962.3,161631,0,0
2021-01-26 00:00:00,30953.65,31123.65,30774.3,30956.3,126282,0,0
2021-01-27 00:00:00,30962.65,30991.3,30154.45,30257.4,217640,0,0
2021-01-28 00:00:00,30270.65,30942.65,30052.3,30546.3,242040,0,0
2021-01-29 00:00:00,30548.65,30625.3,29855.65,29934.3,293725,0,0
2021-02-01 00:00:00,29871.65,30339.45,29656.3,30217.3,185925,0,0
2021-02-02 00:00:00,30222.65,30846.45,30174.3,30707.65,133957,0,0
2021-02-03 00:00:00,30712.65,30816.65,30524.45,30810.65,121780,0,0
2021-02-04 00:00:00,30796.65,31091.45,30649.65,31072.65,93227,0,0
2021-02-05 00:00:00,31060.65,31252.25,31030.95,31177.3,85583,0,0
2021-02-08 00:00:00,31220.65,31398.65,31159.95,31390.65,80530,0,0
2021-02-09 00:00:00,31391.65,31439.45,31245.45,31414.3,74492,0,0
2021-02-10 00:00:00,31416.65,31547.95,31223.45,31468.3,121879,0,0
2021-02-11 00:00:00,31443.65,31540.65,31250.25,31410.65,107132,0,0
2021-02-12 00:00:00,31411.65,31486.65,31295.65,31484.65,80364,0,0
2021-02-15 00:00:00,31505.65,31692.45,31501.65,31665.45,25920,0,0
2021-02-16 00:00:00,31645.65,31733.3,31447.45,31555.3,106949,0,0
2021-02-17 00:00:00,31547.65,31646.65,31350.25,31619.65,134986,0,0
2021-02-18 00:00:00,31628.65,31696.3,31294.45,31508.3,135969,0,0
2021-02-19 00:00:00,31499.65,31647.65,31369.3,31488.3,126219,0,0
2021-02-22 00:00:00,31550.65,31647.65,31250.95,31562.3,154119,0,0
2021-02-23 00:00:00,31560.65,31673.3,31163.25,31554.3,230871,0,0
2021-02-24 00:00:00,31547.65,32013.65,31383.3,31990.65,191824,0,0
2021-02-25 00:00:00,31988.65,32083.3,31298.25,31334.3,248157,0,0
2021-02-26 00:00:00,31336.65,31494.3,30842.45,30955.3,326683,0,0
2021-03-01 00:00:00,31020.65,31663.65,30966.3,31569.65,135664,0,0
2021-03-02 00:00:00,31563.01,31612.26,31306.01,31394.01,162011,0,0
2021-03-03 00:00:00,31398.23,31634.73,31242.48,31255.48,173851,0,0
2021-03-04 00:00:00,31264.79,31461.54,30540.54,30929.79,274528,0,0
2021-03-05 00:00:00,30925.73,31572.48,30668.23,31526.23,272550,0,0
2021-03-08 00:00:00,31664.15,32142.4,31315.25,31893.15,230695,0,0
2021-03-09 00:00:00,31894.25,32143.0,31816.25,31857.75,153317,0,0
2021-03-10 00:00:00,31862.13,32386.38,31741.13,32366.13,158913,0,0
2021-03-11 00:00:00,32371.75,32656.0,32269.25,32497.75,111316,0,0
2021-03-12 00:00:00,32494.17,32821.67,32389.67,32799.67,109872,0,0
2021-03-15 00:00:00,32838.23,32967.23,32625.48,32927.23,89145,0,0
2021-03-16 00:00:00,32936.42,32972.92,32777.67,32866.92,91181,0,0
2021-03-17 00:00:00,32893.71,33078.46,32811.21,33040.71,111590,0,0
2021-03-18 00:00:00,33041.71,33253.46,32859.96,32938.71,141679,0,0
2021-03-19 00:00:00,32931.2,33006.2,32540.95,32641.7,138019,0,0
2021-03-22 00:00:00,32603.5,32826.75,32452.5,32786.0,112927,0,0
2021-03-23 00:00:00,32790.14,32826.34,32373.89,32469.64,128295,0,0
2021-03-24 00:00:00,32489.17,32806.42,32371.17,32476.67,142806,0,0
2021-03-25 00:00:00,32476.77,32706.27,32090.52,32692.77,170439,0,0
2021-03-26 00:00:00,32696.52,33122.12,32635.02,33090.12,175561,0,0
2021-03-29 00:00:00,33091.0,33272.0,32884.0,33187.0,216540,0,0
2021-03-30 00:00:00,33208.78,33268.3,32999.25,33074.3,149854,0,0
2021-03-31 00:00:00,33068.65,33175.65,33000.3,33049.3,113235,0,0
2021-04-01 00:00:00,33048.65,33194.65,32978.3,33190.3,99407,0,0
2021-04-02 00:00:00,33182.65,33398.65,33153.3,33327.3,13721,0,0
2021-04-05 00:00:00,33376.65,33630.45,33286.95,33555.3,72046,0,0
2021-04-06 00:00:00,33541.65,33584.3,33400.65,33455.3,102457,0,0
2021-04-07 00:00:00,33462.65,33531.65,33363.45,33482.3,95035,0,0
2021-04-08 00:00:00,33468.65,33585.65,33353.65,33578.65,85740,0,0
2021-04-09 00:00:00,33580.65,33816.45,33505.3,33768.3,89519,0,0
2021-04-12 00:00:00,33780.65,33812.3,33679.45,33766.3,87891,0,0
2021-04-13 00:00:00,33768.65,33838.3,33561.25,33696.3,87038,0,0
2021-04-14 00:00:00,33695.65,33926.45,33641.3,33794.3,109908,0,0
2021-04-15 00:00:00,33785.65,34084.45,33776.3,34061.3,95330,0,0
2021-04-16 00:00:00,34060.65,34268.25,34005.3,34185.95,89709,0,0
2021-04-19 00:00:00,34139.65,34168.3,33989.45,34121.3,121314,0,0
2021-04-20 00:00:00,34118.65,34190.3,33695.45,33814.3,122039,0,0
2021-04-21 00:00:00,33823.65,34160.65,33748.3,34104.3,99987,0,0
2021-04-22 00:00:00,34100.65,34159.65,33730.65,33839.3,135692,0,0
2021-04-23 00:00:00,33833.65,34169.65,33722.65,34028.3,87579,0,0
2021-04-26 00:00:00,34049.65,34159.25,33949.65,34006.3,77466,0,0
2021-04-27 00:00:00,33995.65,34089.3,33876.65,33925.3,77420,0,0
2021-04-28 00:00:00,33935.65,33984.95,33804.65,33827.4,76990,0,0
2021-04-29 00:00:00,33836.65,34093.45,33744.65,34033.3,91262,0,0
2021-04-30 00:00:00,34037.65,34055.3,33793.45,33903.3,104343,0,0
2021-05-03 00:00:00,33937.65,34227.45,33930.3,34116.3,76179,0,0
2021-05-04 00:00:00,34115.65,34158.65,33765.25,34140.3,131529,0,0
2021-05-05 00:00:00,34143.65,34336.45,34046.45,34232.3,101262,0,0
2021-05-06 00:00:00,34224.65,34572.3,34191.65,34568.4,132796,0,0
2021-05-07 00:00:00,34553.65,34826.3,34470.3,34812.4,101031,0,0
2021-05-10 00:00:00,34809.65,35101.65,34716.3,34742.3,116040,0,0
2021-05-11 00:00:00,34750.65,34833.3,34084.25,34238.4,215066,0,0
2021-05-12 00:00:00,34243.65,34328.3,33564.25,33585.3,210873,0,0
2021-05-13 00:00:00,33579.65,34184.25,33296.3,34058.3,205793,0,0
2021-05-14 00:00:00,34043.65,34460.65,34001.65,34432.3,127475,0,0
2021-05-17 00:00:00,34410.65,34456.3,34179.25,34376.3,168760,0,0
2021-05-18 00:00:00,34365.65,34494.65,33981.65,34001.3,117257,0,0
2021-05-19 00:00:00,33992.65,34068.3,33472.45,33862.95,188421,0,0
2021-05-20 00:00:00,33835.65,34237.45,33643.3,34075.15,130696,0,0
2021-05-21 00:00:00,34081.65,34422.45,34076.9,34260.3,123950,0,0
2021-05-24 00:00:00,34211.65,34479.45,34154.9,34446.3,90253,0,0
2021-05-25 00:00:00,34449.65,34536.3,34278.45,34352.3,106028,0,0
2021-05-26 00:00:00,34348.65,34468.65,34282.45,34345.3,85735,0,0
2021-05-27 00:00:00,34344.65,34625.65,34220.3,34610.3,104838,0,0
2021-05-28 00:00:00,34595.65,34670.95,34530.25,34572.4,80005,0,0
2021-05-31 00:00:00,34599.65,34607.3,34443.25,34464.45,27035,0,0
2021-06-01 00:00:00,34474.65,34856.65,34468.65,34586.3,96273,0,0
2021-06-02 00:00:00,34572.65,34713.65,34507.3,34614.3,87307,0,0
2021-06-03 00:00:00,34623.65,34668.5,34326.9,34592.5,94597,0,0
2021-06-04 00:00:00,34604.65,34776.45,34497.3,34769.4,80677,0,0
2021-06-07 00:00:00,34786.65,34847.65,34588.45,34646.3,83192,0,0
2021-06-08 00:00:00,34649.65,34681.65,34468.25,34623.3,87068,0,0
2021-06-09 00:00:00,34615.65,34677.65,34459.65,34503.3,76807,0,0
2021-06-10 00:00:00,34508.65,34766.25,34423.3,34495.3,80800,0,0
2021-06-11 00:00:00,34499.65,34647.45,34354.45,34475.3,50646,0,0
2021-06-14 00:00:00,34497.65,34587.95,34234.65,34394.3,68206,0,0
2021-06-15 00:00:00,34395.65,34504.3,34218.45,34313.3,76402,0,0
2021-06-16 00:00:00,34317.65,34343.3,33924.15,33966.4,90221,0,0
2021-06-17 00:00:00,33974.65,34102.25,33637.45,33833.3,123540,0,0
2021-06-18 00:00:00,33824.65,33880.3,33199.65,33199.95,133626,0,0
2021-06-21 00:00:00,33211.65,33935.3,33027.65,33927.3,132705,0,0
2021-06-22 00:00:00,33927.65,34056.45,33759.65,33989.3,96361,0,0
2021-06-23 00:00:00,33984.65,34092.3,33884.45,33914.3,82065,0,0
2021-06-24 00:00:00,33915.65,34310.3,33902.65,34303.3,77945,0,0
2021-06-25 00:00:00,34339.65,34519.65,34264.95,34514.3,74375,0,0
2021-06-28 00:00:00,34538.65,34547.65,34205.65,34332.3,81303,0,0
2021-06-29 00:00:00,34319.65,34493.65,34249.3,34319.3,80769,0,0
2021-06-30 00:00:00,34320.65,34586.65,34144.95,34582.3,88972,0,0
2021-07-01 00:00:00,34583.65,34684.3,34513.65,34645.3,89171,0,0
2021-07-02 00:00:00,34636.65,34843.45,34624.3,34774.3,79560,0,0
2021-07-05 00:00:00,34788.65,34875.65,34715.3,34822.4,29816,0,0
2021-07-06 00:00:00,34818.65,34883.3,34373.25,34522.3,104202,0,0
2021-07-07 00:00:00,34522.65,34721.45,34450.25,34712.3,107427,0,0
2021-07-08 00:00:00,34709.65,34715.3,34127.95,34404.3,180803,0,0
2021-07-09 00:00:00,34410.65,34908.25,34263.3,34883.3,117992,0,0
2021-07-12 00:00:00,34890.65,35029.45,34673.3,35007.3,105520,0,0
